order_id,customer_id,order_date,status,region_code
ORD00068,CUST0579,2026-06-01 10:35:36,CANCELLED,EAST
ORD00069,CUST0443,2024-11-25 13:00:36,DELIVERED,SOUTH
ORD00070,CUST0525,2026-01-23 06:31:36,RETURNED,SOUTH
ORD00071,CUST0459,2025-08-28 01:23:36,RETURNED,SOUTH
ORD00072,CUST0356,2024-09-04 04:00:36,DELIVERED,WEST
ORD00073,CUST0088,2024-12-06 12:03:36,DELIVERED,EAST
ORD00074,CUST0354,2025-11-18 19:27:36,CANCELLED,EAST
ORD00075,CUST0490,2024-11-17 03:40:36,CANCELLED,EAST
ORD00076,CUST0069,2025-06-12 14:45:36,PLACED,NORTH
ORD00077,CUST0354,2026-06-03 16:37:36,SHIPPED,SOUTH
ORD00078,CUST0531,2025-02-04 06:04:36,DELIVERED,WEST
ORD00079,CUST0476,2025-04-04 01:34:36,SHIPPED,SOUTH
ORD00080,,2025-09-18 13:41:36,RETURNED,SOUTH
ORD00081,CUST0463,2026-04-08 02:18:36,PLACED,SOUTH
ORD00082,CUST0212,2025-05-22 11:45:36,PLACED,NORTH
ORD00083,CUST0552,2025-02-17 00:14:36,SHIPPED,WEST
ORD00084,CUST0117,2025-05-05 10:49:36,CANCELLED,EAST
ORD00085,CUST0400,2026-04-27 01:31:36,PLACED,EAST
ORD00086,CUST0363,2025-11-21 08:05:36,DELIVERED,NORTH
ORD00087,CUST0138,2025-06-25 16:09:36,DELIVERED,NORTH
ORD00088,CUST0189,2025-08-27 11:03:36,RETURNED,WEST
ORD00089,CUST0431,2026-04-11 17:30:36,CANCELLED,WEST
ORD00090,CUST0192,2025-12-21 09:28:36,SHIPPED,SOUTH
ORD00091,CUST0504,2025-05-31 17:05:36,DELIVERED,WEST
ORD00092,CUST0055,2025-08-11 13:25:36,SHIPPED,SOUTH
ORD00093,CUST0396,2026-03-08 05:35:36,CANCELLED,WEST
ORD00094,CUST0506,2025-10-09 11:47:36,CANCELLED,WEST
ORD00095,CUST0173,2024-11-02 06:55:36,SHIPPED,EAST
ORD00096,CUST0034,2025-05-17 20:28:36,DELIVERED,SOUTH
ORD00097,CUST0471,2026-03-12 12:43:36,CANCELLED,NORTH
ORD00098,CUST0589,2024-12-03 21:43:36,RETURNED,EAST
ORD00099,CUST0558,2024-09-21 12:22:36,RETURNED,SOUTH
ORD00100,,22-11-2024,SHIPPED,EAST
ORD00101,CUST0034,2025-11-12 21:16:36,PLACED,WEST
ORD00102,CUST0121,2025-04-08 19:45:36,RETURNED,EAST
ORD00103,CUST0441,2025-01-26 08:02:36,SHIPPED,SOUTH
ORD00104,CUST0061,2026-03-16 00:28:36,DELIVERED,SOUTH
ORD00105,CUST0333,2026-07-30 22:12:36,RETURNED,EAST
ORD00106,CUST0529,2026-07-05 16:02:36,CANCELLED,NORTH
ORD00107,CUST0285,2026-06-11 17:38:36,SHIPPED,SOUTH
ORD00108,CUST0151,2026-08-07 23:47:36,SHIPPED,WEST
ORD00109,CUST0504,2025-01-02 07:34:36,DELIVERED,WEST
ORD00110,CUST0387,2025-11-14 15:34:36,PLACED,WEST
ORD00111,CUST0530,2025-05-21 11:53:36,DELIVERED,WEST
ORD00112,CUST0502,2025-07-11 06:54:36,PLACED,WEST
ORD00113,CUST0369,2024-10-13 06:19:36,SHIPPED,WEST
ORD00114,CUST0218,2025-12-28 21:14:36,DELIVERED,EAST
ORD00115,CUST0563,2026-03-23 17:30:36,CANCELLED,EAST
ORD00116,CUST0050,2024-09-25 16:34:36,CANCELLED,NORTH
ORD00117,CUST0128,2025-01-18 03:23:36,PLACED,WEST
ORD00118,CUST0209,2026-07-15 17:50:36,DELIVERED,SOUTH
ORD00119,CUST0282,2024-11-13 09:17:36,DELIVERED,NORTH
ORD00120,,2026-06-21 09:04:36,PLACED,WEST
ORD00121,CUST0314,2026-07-26 20:21:36,PLACED,NORTH
ORD00122,CUST0002,2025-03-16 03:58:36,SHIPPED,SOUTH
ORD00123,CUST0534,2026-07-07 02:54:36,PLACED,EAST
ORD00124,CUST0124,2025-10-16 11:02:36,CANCELLED,NORTH
ORD00125,CUST0236,2025-09-05 15:40:36,PLACED,NORTH
ORD00126,CUST0322,2025-08-20 22:02:36,CANCELLED,SOUTH
ORD00127,CUST0147,2024-10-19 05:30:36,PLACED,SOUTH
ORD00128,CUST0453,2025-08-04 12:07:36,SHIPPED,WEST
ORD00129,CUST0456,2025-03-19 15:51:36,PLACED,SOUTH
ORD00130,CUST0127,2026-04-05 12:18:36,DELIVERED,WEST
ORD00131,CUST0324,2024-12-30 20:11:36,PLACED,SOUTH
ORD00132,CUST0569,2026-04-17 08:40:36,RETURNED,EAST
ORD00133,CUST0028,2026-06-14 22:07:36,RETURNED,SOUTH
ORD00134,CUST0404,2025-06-08 08:57:36,SHIPPED,WEST
ORD00135,CUST0398,2024-12-02 20:25:36,RETURNED,NORTH
ORD00136,CUST0543,2024-08-22 00:53:36,DELIVERED,SOUTH
ORD00137,CUST0399,2026-03-15 02:17:36,RETURNED,SOUTH
ORD00138,CUST0485,2024-10-22 13:31:36,PLACED,NORTH
ORD00139,CUST0270,2025-03-17 14:53:36,PLACED,WEST
ORD00140,,2025-05-30 09:39:36,RETURNED,WEST
ORD00141,CUST0436,2026-07-29 00:59:36,RETURNED,SOUTH
ORD00142,CUST0286,2024-11-02 21:59:36,RETURNED,SOUTH
ORD00143,CUST0161,2026-02-09 23:19:36,RETURNED,NORTH
ORD00144,CUST0319,2026-07-26 02:40:36,SHIPPED,NORTH
ORD00145,CUST0252,2024-11-06 02:01:36,CANCELLED,NORTH
ORD00146,CUST0318,2026-06-23 12:36:36,SHIPPED,NORTH
ORD00147,CUST0013,2026-08-03 17:38:36,PLACED,SOUTH
ORD00148,CUST0511,2025-07-31 05:27:36,DELIVERED,SOUTH
ORD00149,CUST0383,2024-12-17 12:43:36,DELIVERED,NORTH
ORD00150,CUST0031,2025-07-19 02:11:36,RETURNED,NORTH
ORD00151,CUST0271,2026-08-09 07:34:36,PLACED,WEST
ORD00152,CUST0469,2026-01-14 23:57:36,CANCELLED,SOUTH
ORD00153,CUST0379,2025-01-17 21:43:36,PLACED,NORTH
ORD00154,CUST0235,2026-01-12 12:56:36,PLACED,SOUTH
ORD00155,CUST0048,2025-12-06 00:18:36,SHIPPED,SOUTH
ORD00156,CUST0037,2026-02-27 11:41:36,CANCELLED,SOUTH
ORD00157,CUST0331,2025-04-21 02:52:36,DELIVERED,EAST
ORD00158,CUST0080,2026-03-18 00:01:36,RETURNED,NORTH
ORD00159,CUST0185,2025-03-26 04:56:36,CANCELLED,NORTH
ORD00160,,2025-05-25 22:14:36,PLACED,WEST
ORD00161,CUST0009,2025-08-21 19:12:36,RETURNED,EAST
ORD00162,CUST0250,2025-11-28 00:31:36,CANCELLED,SOUTH
ORD00163,CUST0562,2025-04-17 16:54:36,CANCELLED,NORTH
ORD00164,CUST0240,2026-02-15 00:34:36,PLACED,EAST
ORD00165,CUST0002,2026-06-14 01:48:36,DELIVERED,NORTH
ORD00166,CUST0212,2026-02-02 20:20:36,CANCELLED,NORTH
ORD00167,CUST0146,2026-08-07 20:59:36,PLACED,SOUTH
ORD00168,CUST0535,2025-10-06 11:51:36,DELIVERED,WEST
ORD00169,CUST0087,2026-03-26 16:26:36,SHIPPED,WEST
ORD00170,CUST0077,2026-04-08 06:57:36,CANCELLED,SOUTH
ORD00171,CUST0244,2025-06-03 21:48:36,DELIVERED,WEST
ORD00172,CUST0336,2025-07-01 03:11:36,SHIPPED,NORTH
ORD00173,CUST0209,2024-12-27 07:00:36,SHIPPED,NORTH
ORD00174,CUST0170,2025-11-13 03:14:36,CANCELLED,NORTH
ORD00175,CUST0551,2025-08-10 19:22:36,DELIVERED,WEST
ORD00176,CUST0273,2024-12-09 15:04:36,DELIVERED,NORTH
ORD00177,CUST0222,2025-07-10 16:59:36,SHIPPED,EAST
ORD00178,CUST0408,2026-01-16 14:37:36,DELIVERED,EAST
ORD00179,CUST0180,2024-09-10 01:48:36,CANCELLED,SOUTH
ORD00180,,2025-11-25 16:45:36,SHIPPED,NORTH
ORD00181,CUST0013,2024-10-11 20:02:36,SHIPPED,WEST
ORD00182,CUST0384,2026-07-13 09:35:36,PLACED,EAST
ORD00183,CUST0077,2024-08-31 15:06:36,CANCELLED,SOUTH
ORD00184,CUST0095,2025-07-14 15:56:36,CANCELLED,NORTH
ORD00185,CUST0174,2026-03-20 02:46:36,CANCELLED,WEST
ORD00186,CUST0031,2025-09-05 10:21:36,SHIPPED,EAST
ORD00187,CUST0221,2025-02-16 21:11:36,CANCELLED,SOUTH
ORD00188,CUST0036,2026-04-30 08:33:36,SHIPPED,EAST
ORD00189,CUST0513,2025-10-05 06:24:36,PLACED,NORTH
ORD00190,CUST0288,2025-09-05 17:20:36,SHIPPED,SOUTH
ORD00191,CUST0559,2024-08-29 01:44:36,DELIVERED,WEST
ORD00192,CUST0560,2025-12-19 00:52:36,RETURNED,EAST
ORD00193,CUST0400,2025-05-12 17:55:36,DELIVERED,SOUTH
ORD00194,CUST0031,2025-05-23 14:45:36,CANCELLED,EAST
ORD00195,CUST0240,2025-01-19 16:09:36,SHIPPED,EAST
ORD00196,CUST0549,2024-10-05 20:30:36,CANCELLED,EAST
ORD00197,CUST0179,2025-02-05 20:31:36,DELIVERED,EAST
ORD00198,CUST0029,2026-07-31 11:16:36,RETURNED,SOUTH
ORD00199,CUST0579,2025-02-18 04:28:36,DELIVERED,SOUTH
ORD00200,,16-09-2024,SHIPPED,SOUTH
ORD00201,CUST0021,2026-01-31 03:54:36,DELIVERED,SOUTH
ORD00202,CUST0134,2025-07-24 11:05:36,DELIVERED,NORTH
ORD00203,CUST0023,2025-01-08 07:39:36,SHIPPED,NORTH
ORD00204,CUST0541,2025-08-17 15:17:36,CANCELLED,NORTH
ORD00205,CUST0346,2025-06-14 23:02:36,SHIPPED,WEST
ORD00206,CUST0501,2026-06-04 23:05:36,RETURNED,EAST
ORD00207,CUST0230,2026-06-22 07:46:36,SHIPPED,WEST
ORD00208,CUST0316,2026-07-15 22:02:36,SHIPPED,NORTH
ORD00209,CUST0589,2025-09-14 06:56:36,SHIPPED,EAST
ORD00210,CUST0228,2026-05-26 07:00:36,CANCELLED,SOUTH
ORD00211,CUST0341,2024-10-27 20:16:36,DELIVERED,SOUTH
ORD00212,CUST0091,2026-08-05 10:34:36,DELIVERED,WEST
ORD00213,CUST0012,2025-05-07 19:09:36,PLACED,EAST
ORD00214,CUST0264,2024-11-28 11:54:36,PLACED,WEST
ORD00215,CUST0451,2025-10-12 18:50:36,CANCELLED,WEST
ORD00216,CUST0390,2025-08-04 06:18:36,PLACED,WEST
ORD00217,CUST0594,2026-06-07 10:08:36,SHIPPED,WEST
ORD00218,CUST0076,2024-09-12 21:55:36,DELIVERED,EAST
ORD00219,CUST0108,2024-10-23 23:04:36,CANCELLED,SOUTH
ORD00220,,2026-02-20 15:15:36,RETURNED,WEST
ORD00221,CUST0032,2025-10-25 09:04:36,RETURNED,WEST
ORD00222,CUST0162,2024-10-02 16:15:36,SHIPPED,SOUTH
ORD00223,CUST0422,2026-07-24 06:40:36,RETURNED,EAST
ORD00224,CUST0290,2025-06-09 20:00:36,PLACED,WEST
ORD00225,CUST0588,2026-02-23 04:03:36,PLACED,EAST
ORD00226,CUST0004,2025-10-20 15:12:36,RETURNED,WEST
ORD00227,CUST0206,2024-11-16 13:07:36,SHIPPED,EAST
ORD00228,CUST0084,2025-12-06 16:13:36,CANCELLED,WEST
ORD00229,CUST0503,2026-06-16 20:59:36,RETURNED,WEST
ORD00230,CUST0191,2025-08-24 01:17:36,SHIPPED,WEST
ORD00231,CUST0046,2025-05-06 03:23:36,DELIVERED,SOUTH
ORD00232,CUST0277,2026-03-09 14:03:36,PLACED,NORTH
ORD00233,CUST0355,2026-02-15 02:42:36,RETURNED,SOUTH
ORD00234,CUST0569,2024-10-11 01:46:36,RETURNED,WEST
ORD00235,CUST0551,2026-07-14 04:30:36,SHIPPED,WEST
ORD00236,CUST0308,2024-10-29 01:51:36,PLACED,SOUTH
ORD00237,CUST0124,2025-11-11 18:04:36,SHIPPED,SOUTH
ORD00238,CUST0130,2024-09-22 01:59:36,CANCELLED,SOUTH
ORD00239,CUST0153,2026-04-10 21:14:36,PLACED,NORTH
ORD00240,,2026-03-02 01:29:36,DELIVERED,EAST
ORD00241,CUST0535,2025-11-21 13:44:36,RETURNED,WEST
ORD00242,CUST0116,2025-10-07 17:03:36,RETURNED,NORTH
ORD00243,CUST0109,2026-03-08 16:44:36,DELIVERED,EAST
ORD00244,CUST0423,2025-05-07 01:35:36,CANCELLED,WEST
ORD00245,CUST0039,2025-02-01 21:19:36,SHIPPED,WEST
ORD00246,CUST0040,2025-09-18 23:38:36,SHIPPED,NORTH
ORD00247,CUST0489,2025-05-11 23:55:36,DELIVERED,EAST
ORD00248,CUST0320,2025-05-24 04:48:36,PLACED,SOUTH
ORD00249,CUST0138,2025-06-13 12:22:36,DELIVERED,EAST
ORD00250,CUST0429,2026-04-21 08:59:36,SHIPPED,WEST
ORD00251,CUST0218,2025-09-30 12:25:36,RETURNED,EAST
ORD00252,CUST0058,2026-01-18 17:58:36,DELIVERED,WEST
ORD00253,CUST0139,2026-01-28 06:55:36,SHIPPED,SOUTH
ORD00254,CUST0207,2024-10-07 19:56:36,CANCELLED,NORTH
ORD00255,CUST0372,2026-07-31 19:11:36,DELIVERED,WEST
ORD00256,CUST0520,2025-09-20 09:53:36,PLACED,NORTH
ORD00257,CUST0249,2025-08-26 04:32:36,CANCELLED,SOUTH
ORD00258,CUST0488,2026-04-02 06:16:36,DELIVERED,SOUTH
ORD00259,CUST0266,2026-07-15 15:12:36,PLACED,WEST
ORD00260,,2025-01-23 07:43:36,SHIPPED,SOUTH
ORD00261,CUST0232,2026-07-03 19:11:36,CANCELLED,NORTH
ORD00262,CUST0010,2025-12-07 17:35:36,SHIPPED,NORTH
ORD00263,CUST0231,2025-04-25 08:45:36,DELIVERED,EAST
ORD00264,CUST0436,2025-08-30 00:23:36,DELIVERED,SOUTH
ORD00265,CUST0480,2025-06-15 10:27:36,RETURNED,WEST
ORD00266,CUST0105,2024-08-17 05:36:36,DELIVERED,EAST
ORD00267,CUST0307,2026-07-10 16:24:36,PLACED,EAST
ORD00268,CUST0285,2026-05-26 23:49:36,DELIVERED,EAST
ORD00269,CUST0307,2025-02-17 17:27:36,SHIPPED,NORTH
ORD00270,CUST0416,2026-06-16 23:37:36,SHIPPED,NORTH
ORD00271,CUST0512,2025-06-07 21:52:36,CANCELLED,WEST
ORD00272,CUST0400,2024-09-15 07:39:36,RETURNED,SOUTH
ORD00273,CUST0354,2026-08-09 20:37:36,RETURNED,WEST
ORD00274,CUST0370,2026-01-10 22:48:36,SHIPPED,SOUTH
ORD00275,CUST0302,2024-11-17 04:02:36,DELIVERED,SOUTH
ORD00276,CUST0345,2026-06-10 15:08:36,DELIVERED,SOUTH
ORD00277,CUST0316,2025-10-13 23:17:36,DELIVERED,EAST
ORD00278,CUST0477,2024-12-08 03:57:36,RETURNED,NORTH
ORD00279,CUST0486,2025-02-25 05:01:36,CANCELLED,EAST
ORD00280,,2024-10-03 17:02:36,SHIPPED,EAST
ORD00281,CUST0422,2026-03-16 03:03:36,DELIVERED,SOUTH
ORD00282,CUST0083,2025-12-21 23:34:36,SHIPPED,EAST
ORD00283,CUST0060,2024-08-14 03:11:36,SHIPPED,SOUTH
ORD00284,CUST0593,2025-01-19 04:44:36,PLACED,SOUTH
ORD00285,CUST0447,2026-05-20 02:19:36,CANCELLED,WEST
ORD00286,CUST0395,2024-08-13 14:28:36,SHIPPED,EAST
ORD00287,CUST0015,2025-07-05 05:06:36,PLACED,NORTH
ORD00288,CUST0256,2025-03-29 11:50:36,DELIVERED,EAST
ORD00289,CUST0133,2024-11-23 01:26:36,RETURNED,EAST
ORD00290,CUST0173,2024-10-14 14:13:36,DELIVERED,WEST
ORD00291,CUST0535,2026-04-12 05:15:36,CANCELLED,SOUTH
ORD00292,CUST0353,2025-12-24 00:42:36,SHIPPED,SOUTH
ORD00293,CUST0416,2024-08-28 20:08:36,SHIPPED,SOUTH
ORD00294,CUST0023,2026-04-05 05:04:36,PLACED,EAST
ORD00295,CUST0039,2025-08-29 09:10:36,RETURNED,NORTH
ORD00296,CUST0050,2026-06-17 16:35:36,PLACED,NORTH
ORD00297,CUST0119,2025-10-10 03:18:36,PLACED,EAST
ORD00298,CUST0488,2026-07-28 17:07:36,PLACED,EAST
ORD00299,CUST0433,2026-06-17 16:36:36,RETURNED,EAST
ORD00300,,11-10-2025,RETURNED,NORTH
ORD00301,CUST0291,2024-12-03 16:25:36,SHIPPED,SOUTH
ORD00302,CUST0271,2026-01-26 19:16:36,CANCELLED,EAST
ORD00303,CUST0166,2024-09-19 06:25:36,SHIPPED,WEST
ORD00304,CUST0340,2025-04-06 12:54:36,PLACED,NORTH
ORD00305,CUST0590,2026-06-26 04:03:36,PLACED,NORTH
ORD00306,CUST0104,2025-04-29 09:08:36,CANCELLED,EAST
ORD00307,CUST0272,2025-11-27 14:00:36,SHIPPED,NORTH
ORD00308,CUST0299,2025-08-13 10:14:36,CANCELLED,NORTH
ORD00309,CUST0098,2024-09-24 13:48:36,SHIPPED,SOUTH
ORD00310,CUST0338,2025-08-11 03:33:36,DELIVERED,NORTH
ORD00311,CUST0384,2025-07-25 18:01:36,CANCELLED,WEST
ORD00312,CUST0470,2025-05-15 01:38:36,CANCELLED,WEST
ORD00313,CUST0172,2024-12-02 17:38:36,PLACED,SOUTH
ORD00314,CUST0107,2025-10-10 07:24:36,RETURNED,WEST
ORD00315,CUST0187,2026-04-27 01:43:36,DELIVERED,NORTH
ORD00316,CUST0134,2025-12-17 04:01:36,CANCELLED,WEST
ORD00317,CUST0048,2024-10-12 21:35:36,DELIVERED,NORTH
ORD00318,CUST0540,2026-03-23 12:30:36,SHIPPED,EAST
ORD00319,CUST0534,2026-01-27 11:38:36,RETURNED,NORTH
ORD00320,,2026-06-18 12:09:36,CANCELLED,EAST
ORD00321,CUST0397,2025-01-09 06:51:36,RETURNED,NORTH
ORD00322,CUST0012,2026-05-29 18:26:36,CANCELLED,WEST
ORD00323,CUST0171,2024-10-25 04:14:36,SHIPPED,EAST
ORD00324,CUST0286,2024-09-30 05:08:36,RETURNED,WEST
ORD00325,CUST0415,2025-04-06 15:23:36,CANCELLED,WEST
ORD00326,CUST0091,2026-01-02 03:14:36,PLACED,WEST
ORD00327,CUST0019,2024-11-23 01:20:36,PLACED,NORTH
ORD00328,CUST0094,2026-04-20 08:34:36,DELIVERED,SOUTH
ORD00329,CUST0470,2025-07-25 00:46:36,PLACED,SOUTH
ORD00330,CUST0468,2025-07-15 06:43:36,RETURNED,WEST
ORD00331,CUST0375,2025-11-15 16:00:36,SHIPPED,NORTH
ORD00332,CUST0352,2025-08-08 09:45:36,DELIVERED,EAST
ORD00333,CUST0109,2024-09-24 18:25:36,SHIPPED,WEST
ORD00334,CUST0110,2025-04-27 08:06:36,SHIPPED,NORTH
ORD00335,CUST0405,2025-03-18 03:46:36,SHIPPED,EAST
ORD00336,CUST0111,2025-10-07 14:53:36,RETURNED,NORTH
ORD00337,CUST0464,2025-11-21 10:31:36,RETURNED,SOUTH
ORD00338,CUST0513,2024-08-14 05:41:36,PLACED,WEST
ORD00339,CUST0497,2026-01-11 18:38:36,RETURNED,SOUTH
ORD00340,,2024-11-24 01:36:36,RETURNED,EAST
ORD00341,CUST0519,2025-09-07 02:32:36,SHIPPED,EAST
ORD00342,CUST0410,2025-07-26 22:22:36,SHIPPED,SOUTH
ORD00343,CUST0425,2026-04-18 11:50:36,RETURNED,EAST
ORD00344,CUST0563,2025-06-27 11:41:36,RETURNED,SOUTH
ORD00345,CUST0207,2025-03-12 08:39:36,DELIVERED,EAST
ORD00346,CUST0136,2026-08-07 09:05:36,RETURNED,EAST
ORD00347,CUST0119,2025-08-05 06:24:36,RETURNED,WEST
ORD00348,CUST0549,2025-05-29 02:45:36,PLACED,NORTH
ORD00349,CUST0026,2025-09-03 16:57:36,PLACED,SOUTH
ORD00350,CUST0275,2025-01-20 22:37:36,DELIVERED,SOUTH
ORD00351,CUST0064,2026-07-17 22:07:36,RETURNED,NORTH
ORD00352,CUST0370,2025-11-15 16:33:36,RETURNED,SOUTH
ORD00353,CUST0577,2025-09-11 20:26:36,DELIVERED,NORTH
ORD00354,CUST0393,2025-09-10 02:44:36,DELIVERED,NORTH
ORD00355,CUST0014,2025-04-23 19:33:36,CANCELLED,SOUTH
ORD00356,CUST0379,2026-04-04 06:41:36,RETURNED,SOUTH
ORD00357,CUST0200,2025-06-07 03:05:36,PLACED,SOUTH
ORD00358,CUST0179,2026-01-17 16:18:36,PLACED,WEST
ORD00359,CUST0287,2026-03-01 21:02:36,SHIPPED,EAST
ORD00360,,2025-07-14 03:39:36,SHIPPED,NORTH
ORD00361,CUST0159,2025-07-06 07:57:36,RETURNED,EAST
ORD00362,CUST0505,2026-03-19 06:16:36,PLACED,EAST
ORD00363,CUST0541,2025-03-22 18:27:36,PLACED,SOUTH
ORD00364,CUST0428,2026-02-17 06:19:36,PLACED,EAST
ORD00365,CUST0228,2025-03-16 10:15:36,DELIVERED,EAST
ORD00366,CUST0302,2025-03-21 08:27:36,CANCELLED,NORTH
ORD00367,CUST0118,2026-06-25 00:22:36,SHIPPED,SOUTH
ORD00368,CUST0041,2026-07-08 23:18:36,PLACED,WEST
ORD00369,CUST0264,2026-02-14 12:12:36,PLACED,EAST
ORD00370,CUST0529,2026-01-12 03:25:36,PLACED,EAST
ORD00371,CUST0199,2025-07-04 04:59:36,PLACED,SOUTH
ORD00372,CUST0553,2026-02-06 13:34:36,PLACED,SOUTH
ORD00373,CUST0220,2026-07-12 02:47:36,PLACED,SOUTH
ORD00374,CUST0553,2026-07-30 12:43:36,CANCELLED,NORTH
ORD00375,CUST0159,2024-09-03 03:39:36,DELIVERED,NORTH
ORD00376,CUST0090,2024-10-23 14:05:36,DELIVERED,NORTH
ORD00377,CUST0591,2025-03-30 21:20:36,CANCELLED,WEST
ORD00378,CUST0417,2025-10-26 22:55:36,CANCELLED,NORTH
ORD00379,CUST0550,2024-08-16 09:40:36,RETURNED,NORTH
ORD00380,,2026-07-27 15:16:36,RETURNED,NORTH
ORD00381,CUST0298,2026-07-12 22:32:36,PLACED,EAST
ORD00382,CUST0451,2025-09-04 01:46:36,PLACED,WEST
ORD00383,CUST0162,2026-02-06 20:02:36,CANCELLED,EAST
ORD00384,CUST0148,2025-06-11 10:50:36,DELIVERED,NORTH
ORD00385,CUST0569,2026-02-28 17:01:36,PLACED,NORTH
ORD00386,CUST0589,2026-04-12 01:28:36,RETURNED,NORTH
ORD00387,CUST0314,2025-03-13 12:41:36,DELIVERED,SOUTH
ORD00388,CUST0425,2026-06-02 05:03:36,SHIPPED,SOUTH
