item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000041,ORD00476,PROD0260,5,546.08,20
ITEM000042,ORD00084,PROD0017,5,188.62,25
ITEM000043,ORD00474,PROD0187,2,1267.51,0
ITEM000044,ORD00086,PROD0305,4,484.64,25
ITEM000045,ORD00466,PROD0272,4,525.17,30
ITEM000046,ORD00830,PROD0217,2,293.93,25
ITEM000047,ORD00619,PROD0109,3,662.02,0
ITEM000048,ORD00006,PROD0120,4,39.69,25
ITEM000049,ORD00489,PROD0415,4,1305.8,25
ITEM000050,ORD00617,PROD0311,4,935.38,20
ITEM000051,ORD00370,PROD0310,4,149.7,5
ITEM000052,ORD00015,PROD0115,2,1227.63,25
ITEM000053,ORD00994,PROD0028,2,329.66,25
ITEM000054,ORD00149,PROD0447,2,1266.29,30
ITEM000055,ORD00809,PROD0196,5,147.42,30
ITEM000056,ORD00475,PROD0486,2,644.38,0
ITEM000057,ORD00171,PROD0456,2,1446.52,15
ITEM000058,ORD00021,PROD0600,4,379.09,10
ITEM000059,ORD00584,PROD0053,4,514.1,0
ITEM000060,ORD00646,PROD0426,4,1275.95,25
ITEM000061,ORD00593,PROD0568,5,1498.56,0
ITEM000062,ORD00500,PROD0498,4,779.77,25
ITEM000063,ORD00627,PROD0238,4,1077.15,20
ITEM000064,ORD00020,PROD0591,4,487.46,0
ITEM000065,ORD00275,PROD0485,4,193.07,20
ITEM000066,ORD00962,PROD0447,-2,50.79,10
ITEM000067,ORD00744,PROD0481,2,528.89,5
ITEM000068,ORD00520,PROD0348,2,1384.17,30
ITEM000069,ORD00863,PROD0135,4,1327.1,25
ITEM000070,ORD00729,PROD0427,4,1252.96,25
ITEM000071,ORD00669,PROD0484,3,1203.64,30
ITEM000072,ORD00166,PROD0213,5,438.04,25
ITEM000073,ORD00089,PROD0133,4,276.47,5
ITEM000074,ORD00621,PROD0104,4,1194.35,15
ITEM000075,ORD00311,PROD0215,2,844.11,0
ITEM000076,ORD00368,PROD0366,3,1021.85,5
ITEM000077,ORD00848,PROD0033,5,1214.09,10
ITEM000078,ORD00441,PROD0233,1,198.62,5
ITEM000079,ORD00499,PROD0349,3,1181.63,30
ITEM000080,ORD00048,PROD0274,5,1346.55,30
ITEM000081,ORD00707,PROD0107,5,1065.48,15
ITEM000082,ORD00819,PROD0114,4,1462.5,30
ITEM000083,ORD00626,PROD0105,5,1238.94,0
ITEM000084,ORD00520,PROD0172,1,952.29,30
ITEM000085,ORD00211,PROD0161,3,1097.96,25
ITEM000086,ORD00453,PROD0511,5,1104.18,0
ITEM000087,ORD00158,PROD0343,3,1232.36,0
ITEM000088,ORD00869,PROD0450,2,1455.06,30
ITEM000089,ORD00788,PROD0252,1,1255.52,15
ITEM000090,ORD00350,PROD0518,3,273.47,10
ITEM000091,ORD00382,PROD0370,4,951.57,5
ITEM000092,ORD00156,PROD0432,5,1185.08,5
ITEM000093,ORD00822,PROD0424,4,1378.67,15
ITEM000094,ORD00975,PROD0371,5,1416.74,15
ITEM000095,ORD00150,PROD0530,1,1416.59,0
ITEM000096,ORD00347,PROD0412,3,1473.28,5
ITEM000097,ORD00445,PROD0403,1,1143.6,25
ITEM000098,ORD00945,PROD0589,2,105.56,25
ITEM000099,ORD00731,PROD0430,-2,614.96,25
ITEM000100,INVALID00100,PROD0312,5,1087.9,10
ITEM000101,ORD00932,PROD0009,3,1243.97,20
ITEM000102,ORD00626,PROD0414,2,680.36,5
ITEM000103,ORD00909,PROD0453,5,1052.26,30
ITEM000104,ORD00801,PROD0203,4,1323.84,0
ITEM000105,ORD00038,PROD0343,5,597.19,25
ITEM000106,ORD00758,PROD0533,2,1488.05,10
ITEM000107,ORD00219,PROD0524,1,836.64,20
ITEM000108,ORD00349,PROD0024,2,61.28,30
ITEM000109,ORD00553,PROD0265,5,377.18,30
ITEM000110,ORD00312,PROD0518,4,183.45,0
ITEM000111,ORD00862,PROD0266,3,947.94,10
ITEM000112,ORD00127,PROD0128,1,684.13,20
ITEM000113,ORD00755,PROD0465,1,521.69,5
ITEM000114,ORD00825,PROD0580,5,1077.68,25
ITEM000115,ORD00682,PROD0240,5,538.5,10
ITEM000116,ORD00683,PROD0144,5,1077.24,20
ITEM000117,ORD00756,PROD0108,2,505.21,20
ITEM000118,ORD00198,PROD0466,3,165.02,25
ITEM000119,ORD00436,PROD0084,4,156.53,15
ITEM000120,ORD00910,PROD0488,2,337.88,0
ITEM000121,ORD00379,PROD0413,5,890.59,20
ITEM000122,ORD00798,PROD0271,4,884.77,25
ITEM000123,ORD00434,PROD0502,4,1102.94,15
ITEM000124,ORD00844,PROD0148,2,768.56,15
ITEM000125,ORD00729,PROD0133,4,1452.69,20
ITEM000126,ORD00884,PROD0121,5,1047.82,15
ITEM000127,ORD00485,PROD0161,1,1417.22,10
ITEM000128,ORD00944,PROD0419,1,183.3,10
ITEM000129,ORD00586,PROD0042,3,793.71,0
ITEM000130,ORD00381,PROD0384,3,468.82,15
ITEM000131,ORD00029,PROD0146,2,1180.01,15
ITEM000132,ORD00050,PROD0221,-2,290.95,25
ITEM000133,ORD00501,PROD0126,1,830.36,0
ITEM000134,ORD00892,PROD0428,1,732.14,10
ITEM000135,ORD00580,PROD0346,4,1176.4,15
ITEM000136,ORD00855,PROD0136,5,1147.69,20
ITEM000137,ORD00652,PROD0461,4,1007.49,5
ITEM000138,ORD00888,PROD0092,3,1203.72,25
ITEM000139,ORD00639,PROD0397,4,364.58,15
ITEM000140,ORD00348,PROD0047,5,1437.96,15
ITEM000141,ORD00754,PROD0091,3,1301.61,25
ITEM000142,ORD00026,PROD0317,5,850.35,0
ITEM000143,ORD00660,PROD0088,5,304.79,20
ITEM000144,ORD00555,PROD0055,5,1436.79,20
ITEM000145,ORD00194,PROD0515,4,1347.36,0
ITEM000146,ORD00675,PROD0185,5,1444.32,10
ITEM000147,ORD00806,PROD0252,2,1247.94,30
ITEM000148,ORD00909,PROD0455,5,145.28,20
ITEM000149,ORD00622,PROD0412,3,891.56,15
ITEM000150,ORD00883,PROD0349,1,666.79,15
ITEM000151,ORD00025,PROD0325,5,585.38,0
ITEM000152,ORD00118,PROD0555,1,268.87,5
ITEM000153,ORD00188,PROD0092,3,248.26,15
ITEM000154,ORD00695,PROD0061,2,929.42,10
ITEM000155,ORD00186,PROD0060,1,461.08,0
ITEM000156,ORD00328,PROD0423,2,1341.66,10
ITEM000157,ORD00385,PROD0054,1,319.79,30
ITEM000158,ORD00612,PROD0243,5,749.61,30
ITEM000159,ORD00517,PROD0118,4,418.55,10
ITEM000160,ORD00476,PROD0417,5,116.88,0
ITEM000161,ORD00418,PROD0020,2,418.36,20
ITEM000162,ORD00692,PROD0253,1,1149.21,25
ITEM000163,ORD00805,PROD0312,2,861.0,15
ITEM000164,ORD00086,PROD0209,5,1178.66,5
ITEM000165,ORD00383,PROD0252,-1,815.55,15
ITEM000166,ORD00985,PROD0463,5,81.85,30
ITEM000167,ORD00476,PROD0297,5,986.53,5
ITEM000168,ORD00001,PROD0494,1,424.49,10
ITEM000169,ORD00860,PROD0360,4,1266.81,5
ITEM000170,ORD00600,PROD0289,5,87.32,25
ITEM000171,ORD00547,PROD0072,5,464.94,15
ITEM000172,ORD00716,PROD0144,1,1093.11,10
ITEM000173,ORD00900,PROD0216,4,923.46,30
ITEM000174,ORD00326,PROD0268,3,1469.87,25
ITEM000175,ORD00464,PROD0252,3,1000.17,10
ITEM000176,ORD00350,PROD0471,2,1439.31,10
ITEM000177,ORD00017,PROD0003,2,921.0,0
ITEM000178,ORD00924,PROD0178,1,631.48,25
ITEM000179,ORD00721,PROD0403,4,816.43,30
ITEM000180,ORD00898,PROD0552,1,65.8,30
ITEM000181,ORD00836,PROD0127,4,542.43,30
ITEM000182,ORD00386,PROD0367,5,592.39,30
ITEM000183,ORD00787,PROD0128,1,704.78,5
ITEM000184,ORD00456,PROD0227,1,1119.85,30
ITEM000185,ORD00288,PROD0197,3,153.15,20
ITEM000186,ORD00641,PROD0227,3,366.7,15
ITEM000187,ORD00991,PROD0038,3,435.52,25
ITEM000188,ORD00724,PROD0215,5,30.56,30
ITEM000189,ORD00654,PROD0114,4,1307.48,20
ITEM000190,ORD00513,PROD0175,4,836.64,25
ITEM000191,ORD00757,PROD0579,5,279.78,20
ITEM000192,ORD00132,PROD0131,1,404.24,20
ITEM000193,ORD00877,PROD0536,2,1098.77,10
ITEM000194,ORD00197,PROD0546,1,929.4,25
ITEM000195,ORD00574,PROD0003,4,1408.08,25
ITEM000196,ORD00690,PROD0331,1,660.17,15
ITEM000197,ORD00281,PROD0531,1,710.55,10
ITEM000198,ORD00530,PROD0230,-3,89.51,15
ITEM000199,ORD00546,PROD0324,4,27.64,5
ITEM000200,INVALID00200,PROD0586,1,1215.36,25
ITEM000201,ORD00232,PROD0077,4,1377.15,5
ITEM000202,ORD00169,PROD0319,3,113.01,25
ITEM000203,ORD00100,PROD0492,1,659.28,0
ITEM000204,ORD00607,PROD0257,3,385.79,15
ITEM000205,ORD00245,PROD0056,3,1236.02,20
ITEM000206,ORD00814,PROD0075,2,1168.11,20
ITEM000207,ORD00450,PROD0458,1,876.82,0
ITEM000208,ORD00998,PROD0035,1,578.54,30
ITEM000209,ORD00711,PROD0131,1,111.76,30
ITEM000210,ORD00453,PROD0309,1,923.89,15
ITEM000211,ORD00068,PROD0058,1,847.7,10
ITEM000212,ORD00871,PROD0412,4,161.83,30
ITEM000213,ORD00421,PROD0011,2,691.05,15
ITEM000214,ORD00815,PROD0104,4,522.63,25
ITEM000215,ORD00802,PROD0465,1,785.48,20
ITEM000216,ORD00198,PROD0106,1,38.19,25
ITEM000217,ORD00070,PROD0199,5,1358.47,5
ITEM000218,ORD00653,PROD0263,5,545.98,15
ITEM000219,ORD00743,PROD0456,5,295.17,5
ITEM000220,ORD00817,PROD0062,1,208.97,20
ITEM000221,ORD00447,PROD0367,5,480.56,20
ITEM000222,ORD00795,PROD0151,2,714.9,20
ITEM000223,ORD00352,PROD0378,3,1456.0,20
ITEM000224,ORD00601,PROD0059,2,371.33,30
ITEM000225,ORD00856,PROD0056,5,644.65,5
ITEM000226,ORD01000,PROD0207,2,1182.19,10
ITEM000227,ORD00194,PROD0479,4,907.65,10
ITEM000228,ORD00873,PROD0580,5,1445.34,20
ITEM000229,ORD00307,PROD0337,4,260.17,15
ITEM000230,ORD00898,PROD0508,1,344.72,0
ITEM000231,ORD00655,PROD0236,-3,710.47,5
ITEM000232,ORD00245,PROD0340,4,1214.76,15
ITEM000233,ORD00211,PROD0189,4,1242.6,0
ITEM000234,ORD00372,PROD0076,1,549.67,20
ITEM000235,ORD00118,PROD0298,2,671.8,25
ITEM000236,ORD00600,PROD0045,3,1463.46,5
ITEM000237,ORD00203,PROD0179,3,344.04,10
ITEM000238,ORD00737,PROD0348,2,1274.35,5
ITEM000239,ORD00183,PROD0023,2,280.59,10
ITEM000240,ORD00933,PROD0022,1,1250.54,5
ITEM000241,ORD00389,PROD0347,1,1405.45,10
ITEM000242,ORD00468,PROD0379,2,1218.04,25
ITEM000243,ORD00176,PROD0445,5,1320.01,0
ITEM000244,ORD00122,PROD0134,2,1196.45,5
ITEM000245,ORD00546,PROD0384,4,490.57,15
ITEM000246,ORD00652,PROD0048,2,1149.36,20
ITEM000247,ORD00194,PROD0302,5,1188.59,10
ITEM000248,ORD00254,PROD0287,1,1311.82,30
ITEM000249,ORD00521,PROD0501,5,329.67,0
ITEM000250,ORD00804,PROD0067,4,267.8,15
ITEM000251,ORD00770,PROD0384,5,757.91,15
ITEM000252,ORD00184,PROD0383,3,797.7,15
ITEM000253,ORD00733,PROD0486,4,417.14,15
ITEM000254,ORD00654,PROD0038,5,326.66,5
ITEM000255,ORD00463,PROD0406,2,343.52,15
ITEM000256,ORD00911,PROD0586,4,252.67,30
ITEM000257,ORD00384,PROD0564,3,145.44,30
ITEM000258,ORD00087,PROD0456,3,787.85,5
ITEM000259,ORD00598,PROD0477,1,778.15,10
ITEM000260,ORD00437,PROD0479,4,660.11,10
ITEM000261,ORD00824,PROD0325,4,424.07,0
ITEM000262,ORD00184,PROD0240,4,413.12,0
ITEM000263,ORD00368,PROD0302,1,1267.05,20
ITEM000264,ORD00560,PROD0234,-2,165.65,0
ITEM000265,ORD00369,PROD0560,1,316.45,5
ITEM000266,ORD00692,PROD0257,3,468.02,30
ITEM000267,ORD00787,PROD0196,3,1064.35,5
ITEM000268,ORD00876,PROD0268,5,32.63,10
ITEM000269,ORD00289,PROD0414,3,1419.81,30
ITEM000270,ORD00594,PROD0484,1,988.05,30
ITEM000271,ORD00975,PROD0408,2,356.82,25
ITEM000272,ORD00768,PROD0486,2,365.91,20
ITEM000273,ORD00805,PROD0480,5,1089.32,15
ITEM000274,ORD00349,PROD0321,1,1271.79,15
ITEM000275,ORD00789,PROD0215,4,669.25,30
ITEM000276,ORD00572,PROD0384,1,225.65,30
ITEM000277,ORD00132,PROD0010,3,759.7,25
ITEM000278,ORD00855,PROD0348,3,353.73,15
ITEM000279,ORD00703,PROD0551,4,463.46,20
ITEM000280,ORD00024,PROD0033,5,1384.77,5
ITEM000281,ORD00976,PROD0582,3,952.16,20
ITEM000282,ORD00936,PROD0588,5,1303.08,15
ITEM000283,ORD00210,PROD0066,4,811.05,5
ITEM000284,ORD00487,PROD0337,1,862.88,15
ITEM000285,ORD00655,PROD0096,3,273.71,25
ITEM000286,ORD00567,PROD0033,2,1243.18,20
ITEM000287,ORD00501,PROD0192,1,314.52,15
ITEM000288,ORD00291,PROD0239,2,450.84,20
ITEM000289,ORD00072,PROD0059,4,565.61,0
ITEM000290,ORD00176,PROD0421,3,598.84,0
ITEM000291,ORD00133,PROD0429,5,727.81,0
ITEM000292,ORD00399,PROD0134,2,1308.26,10
ITEM000293,ORD00443,PROD0163,4,913.49,10
ITEM000294,ORD00602,PROD0515,2,1080.82,15
ITEM000295,ORD00283,PROD0008,2,1486.81,15
ITEM000296,ORD00066,PROD0253,4,798.27,20
ITEM000297,ORD00901,PROD0474,-2,872.68,25
ITEM000298,ORD00094,PROD0468,3,533.24,30
ITEM000299,ORD00729,PROD0401,3,927.28,30
ITEM000300,INVALID00300,PROD0426,2,388.72,20
ITEM000301,ORD00751,PROD0469,4,589.3,25
ITEM000302,ORD00188,PROD0098,5,602.46,0
ITEM000303,ORD00246,PROD0281,2,1326.18,20
ITEM000304,ORD00299,PROD0223,1,1364.93,15
ITEM000305,ORD00781,PROD0125,5,1493.07,0
ITEM000306,ORD00774,PROD0517,1,1154.48,10
ITEM000307,ORD00420,PROD0169,4,394.09,20
ITEM000308,ORD00046,PROD0028,4,128.33,25
ITEM000309,ORD00692,PROD0391,4,528.61,15
ITEM000310,ORD00877,PROD0407,2,75.91,10
ITEM000311,ORD00118,PROD0335,2,1012.04,15
ITEM000312,ORD00497,PROD0070,4,142.17,25
ITEM000313,ORD00249,PROD0144,4,716.77,10
ITEM000314,ORD00862,PROD0175,2,1260.97,20
ITEM000315,ORD00103,PROD0302,2,203.74,25
ITEM000316,ORD00401,PROD0080,2,1013.66,0
ITEM000317,ORD00694,PROD0158,3,672.17,5
ITEM000318,ORD00222,PROD0546,1,339.93,25
ITEM000319,ORD00049,PROD0106,5,598.12,10
ITEM000320,ORD00455,PROD0005,1,92.02,15
ITEM000321,ORD00786,PROD0256,2,574.47,5
ITEM000322,ORD00205,PROD0017,1,644.09,0
ITEM000323,ORD00346,PROD0065,2,346.44,0
ITEM000324,ORD00817,PROD0172,2,85.14,20
ITEM000325,ORD00111,PROD0331,3,851.84,5
ITEM000326,ORD00640,PROD0555,2,604.69,15
ITEM000327,ORD00124,PROD0219,2,176.71,10
ITEM000328,ORD00178,PROD0412,1,987.91,0
ITEM000329,ORD00399,PROD0470,2,345.74,25
ITEM000330,ORD00835,PROD0378,-3,85.03,5
ITEM000331,ORD00421,PROD0512,3,1474.99,0
ITEM000332,ORD00730,PROD0583,5,273.76,0
ITEM000333,ORD00615,PROD0398,3,1023.29,30
ITEM000334,ORD00711,PROD0341,2,279.49,30
ITEM000335,ORD00906,PROD0494,3,119.92,0
ITEM000336,ORD00624,PROD0460,5,585.91,25
ITEM000337,ORD00760,PROD0516,2,889.45,0
ITEM000338,ORD00239,PROD0128,1,477.1,25
ITEM000339,ORD00439,PROD0082,2,108.69,10
ITEM000340,ORD00511,PROD0207,3,244.47,5
ITEM000341,ORD00658,PROD0244,1,1386.65,20
ITEM000342,ORD00969,PROD0337,4,218.72,10
ITEM000343,ORD00660,PROD0534,1,1191.83,15
ITEM000344,ORD00664,PROD0025,3,358.93,25
ITEM000345,ORD00340,PROD0249,3,324.61,0
ITEM000346,ORD00929,PROD0228,2,919.93,15
ITEM000347,ORD00534,PROD0188,3,674.69,0
ITEM000348,ORD00067,PROD0072,4,1431.42,0
ITEM000349,ORD00650,PROD0210,2,205.83,5
ITEM000350,ORD00607,PROD0210,5,369.74,0
ITEM000351,ORD00437,PROD0319,4,262.96,5
ITEM000352,ORD00251,PROD0181,4,916.66,10
ITEM000353,ORD00293,PROD0460,5,1452.23,5
ITEM000354,ORD00279,PROD0082,4,1427.5,10
ITEM000355,ORD00408,PROD0172,4,716.66,15
ITEM000356,ORD00518,PROD0444,5,1145.28,30
ITEM000357,ORD00977,PROD0021,4,1147.66,15
ITEM000358,ORD00875,PROD0308,1,900.87,5
ITEM000359,ORD00567,PROD0264,2,583.07,10
ITEM000360,ORD00465,PROD0385,3,851.97,15
ITEM000361,ORD00074,PROD0140,3,1078.0,5
ITEM000362,ORD00159,PROD0005,2,38.99,20
ITEM000363,ORD00748,PROD0415,-2,1390.02,15
ITEM000364,ORD00994,PROD0394,3,744.54,25
ITEM000365,ORD00603,PROD0419,1,1329.8,0
ITEM000366,ORD00395,PROD0167,5,307.46,15
ITEM000367,ORD00981,PROD0357,3,774.22,15
ITEM000368,ORD00651,PROD0060,3,983.34,15
ITEM000369,ORD00754,PROD0249,2,727.03,30
ITEM000370,ORD00371,PROD0152,1,406.77,15
ITEM000371,ORD00967,PROD0261,2,386.17,20
ITEM000372,ORD00975,PROD0013,2,192.76,0
ITEM000373,ORD00660,PROD0408,4,1064.98,0
ITEM000374,ORD00531,PROD0434,2,265.42,15
ITEM000375,ORD00259,PROD0513,3,1452.17,25
ITEM000376,ORD00908,PROD0316,4,1106.22,30
ITEM000377,ORD00898,PROD0112,1,961.55,30
ITEM000378,ORD00817,PROD0147,3,418.15,5
ITEM000379,ORD00953,PROD0316,4,29.5,5
ITEM000380,ORD00836,PROD0002,4,163.37,30
ITEM000381,ORD00714,PROD0538,4,636.93,10
ITEM000382,ORD00751,PROD0175,4,281.07,5
ITEM000383,ORD00721,PROD0203,2,739.98,20
ITEM000384,ORD00972,PROD0462,1,859.3,5
ITEM000385,ORD00191,PROD0061,2,1129.88,30
ITEM000386,ORD00778,PROD0266,2,1474.76,30
ITEM000387,ORD00419,PROD0112,4,1305.18,5
ITEM000388,ORD00082,PROD0088,3,579.04,10
ITEM000389,ORD00066,PROD0031,3,886.76,15
ITEM000390,ORD00497,PROD0010,1,110.36,30
ITEM000391,ORD00979,PROD0597,1,1188.03,0
ITEM000392,ORD00100,PROD0535,2,1191.84,15
ITEM000393,ORD00618,PROD0273,5,1399.55,15
ITEM000394,ORD00776,PROD0440,3,518.09,25
ITEM000395,ORD00912,PROD0323,3,1228.93,10
ITEM000396,ORD00682,PROD0059,-2,1463.45,30
ITEM000397,ORD00339,PROD0004,1,696.24,25
ITEM000398,ORD00412,PROD0027,2,910.83,30
ITEM000399,ORD00544,PROD0255,3,565.28,20
ITEM000400,INVALID00400,PROD0528,4,631.43,5
ITEM000401,ORD00004,PROD0018,3,957.99,30
ITEM000402,ORD00047,PROD0455,3,365.67,15
ITEM000403,ORD00410,PROD0084,5,535.53,15
ITEM000404,ORD00675,PROD0395,1,454.92,5
ITEM000405,ORD00730,PROD0533,2,1316.83,30
ITEM000406,ORD00878,PROD0033,5,209.23,30
ITEM000407,ORD00090,PROD0562,3,1481.09,15
ITEM000408,ORD00173,PROD0119,4,733.61,20
ITEM000409,ORD00247,PROD0217,2,272.24,25
ITEM000410,ORD00717,PROD0109,1,663.64,25
ITEM000411,ORD00030,PROD0335,2,1355.92,30
ITEM000412,ORD00288,PROD0264,2,1005.58,25
ITEM000413,ORD00127,PROD0548,2,957.65,15
ITEM000414,ORD00093,PROD0230,3,1399.03,30
ITEM000415,ORD00947,PROD0067,5,973.1,15
ITEM000416,ORD00933,PROD0576,4,1450.05,15
ITEM000417,ORD00828,PROD0229,2,403.46,10
ITEM000418,ORD00090,PROD0092,1,523.55,20
ITEM000419,ORD00960,PROD0119,2,867.8,5
ITEM000420,ORD00874,PROD0390,3,873.84,0
ITEM000421,ORD00319,PROD0549,1,300.99,15
ITEM000422,ORD00434,PROD0374,3,1200.33,30
ITEM000423,ORD00130,PROD0228,5,177.75,0
ITEM000424,ORD00552,PROD0324,4,234.16,10
ITEM000425,ORD00858,PROD0512,2,1026.37,5
ITEM000426,ORD00616,PROD0150,3,1125.65,30
ITEM000427,ORD00821,PROD0328,1,477.16,25
ITEM000428,ORD00127,PROD0588,3,727.86,30
ITEM000429,ORD00221,PROD0386,-2,107.04,30
ITEM000430,ORD00342,PROD0216,2,1275.14,30
ITEM000431,ORD00231,PROD0184,1,1288.03,25
ITEM000432,ORD00402,PROD0164,3,1486.77,20
ITEM000433,ORD00402,PROD0433,3,1023.29,10
ITEM000434,ORD00776,PROD0401,4,126.3,25
ITEM000435,ORD00290,PROD0200,3,1057.64,20
ITEM000436,ORD00404,PROD0135,1,498.66,30
ITEM000437,ORD00595,PROD0312,1,697.15,5
ITEM000438,ORD00592,PROD0453,2,1050.01,10
ITEM000439,ORD00919,PROD0215,2,342.84,25
ITEM000440,ORD00201,PROD0371,1,1094.42,20
ITEM000441,ORD00105,PROD0386,2,1426.59,15
ITEM000442,ORD00696,PROD0058,2,162.15,15
ITEM000443,ORD00184,PROD0121,1,1470.81,25
ITEM000444,ORD00347,PROD0445,5,1455.2,25
ITEM000445,ORD00740,PROD0251,4,70.31,5
ITEM000446,ORD00407,PROD0310,4,1038.22,5
ITEM000447,ORD00669,PROD0092,4,1171.04,30
ITEM000448,ORD00838,PROD0282,4,955.85,15
ITEM000449,ORD00377,PROD0123,1,192.61,0
ITEM000450,ORD00501,PROD0231,5,54.08,20
ITEM000451,ORD00587,PROD0281,4,1046.71,0
ITEM000452,ORD00814,PROD0186,5,588.26,25
ITEM000453,ORD00720,PROD0306,4,865.71,0
ITEM000454,ORD00334,PROD0551,1,293.64,30
ITEM000455,ORD00718,PROD0404,1,842.97,20
ITEM000456,ORD00803,PROD0501,5,114.62,30
ITEM000457,ORD00599,PROD0128,5,1135.19,5
ITEM000458,ORD00989,PROD0186,1,1295.77,25
ITEM000459,ORD00185,PROD0569,1,681.9,10
ITEM000460,ORD00126,PROD0132,1,871.12,25
ITEM000461,ORD00166,PROD0576,1,400.01,30
ITEM000462,ORD00036,PROD0519,-1,461.9,20
ITEM000463,ORD00176,PROD0001,4,387.54,0
ITEM000464,ORD00969,PROD0301,5,995.55,15
ITEM000465,ORD00144,PROD0503,5,1048.75,20
ITEM000466,ORD00933,PROD0552,3,775.67,25
ITEM000467,ORD00102,PROD0243,1,74.37,5
ITEM000468,ORD00307,PROD0138,2,911.17,5
ITEM000469,ORD00606,PROD0285,3,210.17,20
ITEM000470,ORD00433,PROD0564,1,397.35,15
ITEM000471,ORD00666,PROD0410,2,694.98,10
ITEM000472,ORD00693,PROD0147,4,813.14,0
ITEM000473,ORD00645,PROD0198,3,1077.38,20
ITEM000474,ORD00674,PROD0168,5,641.14,5
ITEM000475,ORD00324,PROD0389,4,58.35,20
ITEM000476,ORD00254,PROD0277,1,204.44,0
ITEM000477,ORD00701,PROD0417,5,117.62,25
ITEM000478,ORD00092,PROD0342,3,1171.55,5
ITEM000479,ORD00890,PROD0281,2,34.6,15
ITEM000480,ORD00993,PROD0388,2,1428.64,30
ITEM000481,ORD00948,PROD0180,1,799.18,10
ITEM000482,ORD00603,PROD0098,4,802.86,25
ITEM000483,ORD00586,PROD0565,3,421.16,0
ITEM000484,ORD00919,PROD0175,1,490.63,30
ITEM000485,ORD00399,PROD0354,2,1213.01,25
ITEM000486,ORD00992,PROD0565,5,900.03,30
ITEM000487,ORD00413,PROD0131,4,403.41,25
ITEM000488,ORD00526,PROD0130,2,231.15,20
ITEM000489,ORD00754,PROD0055,3,1379.29,25
ITEM000490,ORD00998,PROD0256,3,1023.76,15
ITEM000491,ORD00724,PROD0188,4,669.66,10
ITEM000492,ORD00818,PROD0515,4,444.49,15
ITEM000493,ORD00534,PROD0313,2,960.74,0
ITEM000494,ORD00971,PROD0417,3,1160.46,30
ITEM000495,ORD00093,PROD0246,-1,1418.4,5
ITEM000496,ORD00590,PROD0087,1,1120.25,20
ITEM000497,ORD00952,PROD0011,4,1444.01,15
ITEM000498,ORD00694,PROD0140,5,729.89,20
ITEM000499,ORD00702,PROD0128,5,620.1,20
ITEM000500,INVALID00500,PROD0436,1,1059.84,25
ITEM000501,ORD00354,PROD0541,2,1032.44,0
ITEM000502,ORD00622,PROD0173,4,1018.29,30
ITEM000503,ORD00537,PROD0180,2,131.18,30
ITEM000504,ORD00137,PROD0362,5,1429.68,15
ITEM000505,ORD00508,PROD0175,4,572.46,0
ITEM000506,ORD00347,PROD0553,2,1279.15,30
ITEM000507,ORD00121,PROD0307,3,735.02,10
ITEM000508,ORD00219,PROD0583,1,602.56,10
ITEM000509,ORD00952,PROD0037,5,1404.41,20
